0.52,0.1,0.238149
0.52,0.12,0.226129
0.52,0.14,0.203858
0.52,0.16,0.190969
0.52,0.18,0.158109
0.54,0,0.166686
0.54,0.02,0.18323
0.54,0.04,0.16642
0.54,0.06,0.22487
0.54,0.08,0.245204
0.54,0.1,0.238577
0.54,0.12,0.224013
0.54,0.14,0.208601
0.54,0.16,0.200151
0.54,0.18,0.169501
0.56,0,0.158471
0.56,0.02,0.160758
0.56,0.04,0.138079
0.56,0.06,0.210525
0.56,0.08,0.237417
0.56,0.1,0.234022
0.56,0.12,0.220727
0.56,0.14,0.208457
0.56,0.16,0.200194
0.56,0.18,0.172041
0.56,0.2,0.168627
0.58,0,0.151059
0.58,0.02,0.148617
0.58,0.04,0.128727
0.58,0.06,0.183642
0.58,0.08,0.232034
0.58,0.1,0.231226
0.58,0.12,0.221522
0.58,0.14,0.206205
0.58,0.16,0.194548
0.58,0.18,0.175376
0.58,0.2,0.16773
0.6,0,0.136321
0.6,0.02,0.13721
0.6,0.04,0.121908
0.6,0.06,0.166237
0.6,0.08,0.216271
0.6,0.1,0.234086
0.6,0.12,0.223708
0.6,0.14,0.22871
0.6,0.16,0.192626
0.6,0.18,0.192962
0.6,0.2,0.174373
0.62,0,0.129487
0.62,0.02,0.123327
0.62,0.04,0.113853
0.62,0.06,0.149363
0.62,0.08,0.197236
0.62,0.1,0.220628
0.62,0.12,0.222839
0.62,0.14,0.225628
0.62,0.16,0.200556
0.62,0.18,0.201361
0.62,0.2,0.174017
0.62,0.22,0.159068
0.64,0,0.120379
0.64,0.02,0.11188
0.64,0.04,0.105846
0.64,0.06,0.124459
0.64,0.08,0.180896
0.64,0.1,0.211274
0.64,0.12,0.219103
0.64,0.14,0.213112
0.64,0.16,0.212993
0.64,0.18,0.200031
0.64,0.2,0.175316
0.64,0.22,0.167287
0.66,0,0.116544
0.66,0.02,0.105362
0.66,0.04,0.0970259
0.66,0.06,0.104212
0.66,0.08,0.152795
0.66,0.1,0.191319
0.66,0.12,0.217459
0.66,0.14,0.19937
0.66,0.16,0.207759
0.66,0.18,0.200955
0.66,0.2,0.179117
0.66,0.22,0.181969
0.68,0,0.103164
0.68,0.02,0.112748
0.68,0.04,0.0967155
0.68,0.06,0.0858367
0.68,0.08,0.1394
0.68,0.1,0.172486
0.68,0.12,0.201437
0.68,0.14,0.200718
0.68,0.16,0.201921
0.68,0.18,0.184611
0.68,0.2,0.183415
0.68,0.22,0.183506
0.68,0.24,0.152512
0.7,0,0.0944277
0.7,0.02,0.105765
0.7,0.04,0.101381
0.7,0.06,0.0791016
0.7,0.08,0.111076
0.7,0.1,0.158837
0.7,0.12,0.187637
0.7,0.14,0.194026
0.7,0.16,0.19554
0.7,0.18,0.193193
0.7,0.2,0.181837
0.7,0.22,0.173998
0.7,0.24,0.167688
0.72,0,0.0864543
0.72,0.02,0.0874813
0.72,0.04,0.105898
0.72,0.06,0.0629809
0.72,0.08,0.0986094
0.72,0.1,0.148458
0.72,0.12,0.166028
0.72,0.14,0.184888
0.72,0.16,0.188876
0.72,0.18,0.182157
0.72,0.2,0.187066
0.72,0.22,0.170437
0.72,0.24,0.163719
0.74,0,0.0748633
0.74,0.02,0.0664423
0.74,0.04,0.0859829
0.74,0.06,0.0450728
0.74,0.08,0.0784088
0.74,0.1,0.136271
0.74,0.12,0.151535
0.74,0.14,0.173533
0.74,0.16,0.177744
0.74,0.18,0.181566
0.74,0.2,0.180971
0.74,0.22,0.170724
0.74,0.24,0.167476
0.74,0.26,0.138729
0.76,0,0.0650599
0.76,0.02,0.069173
0.76,0.04,0.0784194
0.76,0.06,0.0309425
0.76,0.08,0.0664291
0.76,0.1,0.11348
0.76,0.12,0.137628
0.76,0.14,0.164912
0.76,0.16,0.163857
0.76,0.18,0.167505
0.76,0.2,0.176809
0.76,0.22,0.164541
0.76,0.24,0.164957
0.76,0.26,0.139298
0.78,0,0.0647018
0.78,0.02,0.0540834
0.78,0.04,0.0729152
0.78,0.06,0.0346416
0.78,0.08,0.0517745
0.78,0.1,0.0775305
0.78,0.12,0.135031
0.78,0.14,0.153141
0.78,0.16,0.158632
0.78,0.18,0.165829
0.78,0.2,0.169087
0.78,0.22,0.158158
0.78,0.24,0.163552
0.78,0.26,0.142059
0.78,0.28,0.139334
0.8,0,0.0483844
0.8,0.02,0.0558906
0.8,0.04,0.0599183
0.8,0.06,0.0339397
0.8,0.08,0.0264697
0.8,0.1,0.0558041
0.8,0.12,0.0994399
0.8,0.14,0.139224
0.8,0.16,0.151898
0.8,0.18,0.162638
0.8,0.2,0.154833
0.8,0.22,0.164707
0.8,0.24,0.150932
0.8,0.26,0.158732
0.8,0.28,0.14237
0.82,0,0.0433067
0.82,0.02,0.0491456
0.82,0.04,0.0483541
0.82,0.06,0.0446195
0.82,0.08,0.00508339
0.82,0.1,0.0389355
0.82,0.12,0.0904377
0.82,0.14,0.119257
0.82,0.16,0.143534
0.82,0.18,0.158777
0.82,0.2,0.148188
0.82,0.22,0.152961
0.82,0.24,0.148783
0.82,0.26,0.159156
0.82,0.28,0.144523
0.84,0,0.0403978
0.84,0.02,0.0438426
0.84,0.04,0.0310304
0.84,0.06,0.0372983
0.84,0.08,-0.00407323
0.84,0.1,0.0193995
0.84,0.12,0.0693347
0.84,0.14,0.104195
0.84,0.16,0.132734
0.84,0.18,0.140088
0.84,0.2,0.142692
0.84,0.22,0.147712
0.84,0.24,0.152641
0.84,0.26,0.156729
0.84,0.28,0.145391
0.84,0.3,0.138323
0.86,0,0.0320528
0.86,0.02,0.0298292
0.86,0.04,0.0113539
0.86,0.06,0.039259
0.86,0.08,-0.0154541
0.86,0.1,0.0112266
0.86,0.12,0.0484847
0.86,0.14,0.0850216
0.86,0.16,0.112398
0.86,0.18,0.128583
0.86,0.2,0.12348
0.86,0.22,0.136062
0.86,0.24,0.1533
0.86,0.26,0.150118
0.86,0.28,0.136095
0.86,0.3,0.135176
0.88,0,0.015293
0.88,0.02,0.0135235
0.88,0.04,0.00731961
0.88,0.06,0.0315824
0.88,0.08,-0.0131278
0.88,0.1,0.00252357
0.88,0.12,0.0294482
0.88,0.14,0.0691382
0.88,0.16,0.105016
0.88,0.18,0.116781
0.88,0.2,0.132279
0.88,0.22,0.132469
0.88,0.24,0.150357
0.88,0.26,0.144756
0.88,0.28,0.139824
0.88,0.3,0.119962
0.9,0,0.0178187
0.9,0.02,0.0106865
0.9,0.04,0.00622114
0.9,0.06,0.0331217
0.9,0.08,-0.00615178
0.9,0.1,-0.010718
0.9,0.12,0.0100111
0.9,0.14,0.0499374
0.9,0.16,0.087411
0.9,0.18,0.105908
0.9,0.2,0.131389
0.9,0.22,0.135638
0.9,0.24,0.130668
0.9,0.26,0.13908
0.9,0.28,0.135739
0.9,0.3,0.11689
0.9,0.32,0.128051
0.92,0,0.00074712
0.92,0.02,0.00621801
0.92,0.04,0.0014935
0.92,0.06,0.0162962
0.92,0.08,-0.0125221
0.92,0.1,-0.0302643
0.92,0.12,-0.0105448
0.92,0.14,0.0256839
0.92,0.16,0.0602952
0.92,0.18,0.0982934
0.92,0.2,0.115231
0.92,0.22,0.123703
0.92,0.24,0.116728
0.92,0.26,0.125638
0.92,0.28,0.116443
0.92,0.3,0.112494
0.92,0.32,0.126746
0.94,0,-0.00212009
0.94,0.02,0.00108315
0.94,0.04,0.00138371
0.94,0.06,0.0100168
0.94,0.08,-0.0163481
0.94,0.1,-0.0501732
0.94,0.12,-0.0257907
0.94,0.14,0.00177475
0.94,0.16,0.0326707
0.94,0.18,0.0771811
0.94,0.2,0.0983276
0.94,0.22,0.108257
0.94,0.24,0.108334
0.94,0.26,0.114616
0.94,0.28,0.118363
0.94,0.3,0.109634
0.94,0.32,0.123897
0.96,0,-0.00627181
0.96,0.02,0.00176813
0.96,0.04,0.00477336
0.96,0.06,0.00271108
0.96,0.08,-0.00409198
0.96,0.1,-0.0463121
0.96,0.12,-0.0377605
0.96,0.14,-0.0101698
0.96,0.16,0.0206282
0.96,0.18,0.0537426
0.96,0.2,0.0816347
0.96,0.22,0.0943064
0.96,0.24,0.103669
0.96,0.26,0.102753
0.96,0.28,0.1119
0.96,0.3,0.11634
0.96,0.32,0.113738
0.96,0.34,0.11458
0.98,0,-0.00969824
0.98,0.02,-0.0103923
0.98,0.04,0.00300724
0.98,0.06,-0.0107481
0.98,0.08,-0.00478543
0.98,0.1,-0.0519028
0.98,0.12,-0.0557817
0.98,0.14,-0.0323831
0.98,0.16,0.0025209
0.98,0.18,0.0219506
0.98,0.2,0.0658787
0.98,0.22,0.0786079
0.98,0.24,0.090472
0.98,0.26,0.099092
0.98,0.28,0.109127
0.98,0.3,0.109716
0.98,0.32,0.11204
0.98,0.34,0.111234
1,0,-0.0213819
1,0.02,-0.0218808
1,0.04,-0.0149206
1,0.06,-0.00841525
1,0.08,-0.0141228
1,0.1,-0.0576341
1,0.12,-0.0675167
1,0.14,-0.0429495
1,0.16,-0.0198228
1,0.18,0.0083386
1,0.2,0.0418494
1,0.22,0.0630593
1,0.24,0.0739301
1,0.26,0.0904363
1,0.28,0.0991434
1,0.3,0.11202
1,0.32,0.104001
1,0.34,0.107389
1.02,0,-0.0291446
1.02,0.02,-0.0273856
1.02,0.04,-0.0279196
1.02,0.06,-0.0197364
1.02,0.08,-0.0191802
1.02,0.1,-0.0588219
1.02,0.12,-0.0772097
1.02,0.14,-0.0554826
1.02,0.16,-0.0224079
1.02,0.18,0.00191974
1.02,0.2,0.0239806
1.02,0.22,0.0575851
1.02,0.24,0.0642207
1.02,0.26,0.0800862
1.02,0.28,0.0997602
1.02,0.3,0.103392
1.02,0.32,0.100242
1.02,0.34,0.102099
1.02,0.36,0.0951879
1.04,0,-0.0300911
1.04,0.02,-0.0365711
1.04,0.04,-0.0311758
1.04,0.06,-0.0395699
1.04,0.08,-0.0198196
1.04,0.1,-0.0579673
1.04,0.12,-0.0767164
1.04,0.14,-0.0735262
1.04,0.16,-0.0421785
1.04,0.18,-0.00791947
1.04,0.2,0.00188825
1.04,0.22,0.0322957
1.04,0.24,0.0510808
1.04,0.26,0.0677711
1.04,0.28,0.0809319
1.04,0.3,0.092378
1.04,0.32,0.0931465
1.04,0.34,0.0871136
1.04,0.36,0.0933157
1.06,0,-0.0377575
1.06,0.02,-0.0394322
1.06,0.04,-0.0466791
1.06,0.06,-0.0621003
1.06,0.08,-0.0237897
1.06,0.1,-0.0470725
1.06,0.12,-0.0862122
1.06,0.14,-0.0765547
1.06,0.16,-0.0591679
1.06,0.18,-0.0292671
1.06,0.2,-0.0119271
1.06,0.22,0.0279291
1.06,0.24,0.0353171
1.06,0.26,0.0613062
1.06,0.28,0.0679658
1.06,0.3,0.0744451
1.06,0.32,0.0775547
1.06,0.34,0.0773747
1.06,0.36,0.088676
1.06,0.38,0.0857012
1.08,0,-0.0373823
1.08,0.02,-0.0406925
1.08,0.04,-0.0466154
1.08,0.06,-0.0643524
1.08,0.08,-0.019527
1.08,0.1,-0.041082
1.08,0.12,-0.0754835
1.08,0.14,-0.0930443
1.08,0.16,-0.0707841
1.08,0.18,-0.0483171
1.08,0.2,-0.0209521
1.08,0.22,0.00852718
1.08,0.24,0.046235
1.08,0.26,0.0516373
1.08,0.28,0.0582546
1.08,0.3,0.0694192
1.08,0.32,0.0742779
1.08,0.34,0.0673681
1.08,0.36,0.1027
1.08,0.38,0.0814534
1.1,0,-0.0506226
1.1,0.02,-0.052925
1.1,0.04,-0.0449285
1.1,0.06,-0.0623665
1.1,0.08,-0.024207
1.1,0.1,-0.0350777
1.1,0.12,-0.0768475
1.1,0.14,-0.105006
1.1,0.16,-0.0821719
1.1,0.18,-0.0683212
1.1,0.2,-0.0332858
1.1,0.22,-0.00640785
1.1,0.24,0.0242571
1.1,0.26,0.0356492
1.1,0.28,0.0455095
1.1,0.3,0.0506065
1.1,0.32,0.0470815
1.1,0.34,0.0737831
1.1,0.36,0.0845134
1.1,0.38,0.0716143
1.12,0,-0.0547283
1.12,0.02,-0.0542989
1.12,0.04,-0.0597401
1.12,0.06,-0.0524034
1.12,0.08,-0.0390143
1.12,0.1,-0.0412454
1.12,0.12,-0.0869667
1.12,0.14,-0.111476
1.12,0.16,-0.109162
1.12,0.18,-0.0815376
1.12,0.2,-0.0510078
1.12,0.22,-0.0305336
1.12,0.24,-0.0029226
1.12,0.26,0.0164744
1.12,0.28,0.0260397
1.12,0.3,0.0482347
1.12,0.32,0.0328857
1.12,0.34,0.0655913
1.12,0.36,0.0680622
1.12,0.38,0.059523
1.12,0.4,0.0750483
1.14,0,-0.066196
1.14,0.02,-0.0517649
1.14,0.04,-0.0563669
1.14,0.06,-0.0600379
1.14,0.08,-0.0469423
1.14,0.1,-0.033612
1.14,0.12,-0.0816317
1.14,0.14,-0.106227
1.14,0.16,-0.110581
1.14,0.18,-0.0949029
1.14,0.2,-0.0594042
1.14,0.22,-0.0508683
1.14,0.24,-0.0224462
1.14,0.26,-0.00103167
1.14,0.28,0.0167252
1.14,0.3,0.0347269
1.14,0.32,0.0424424
1.14,0.34,0.0555351
1.14,0.36,0.0543507
1.14,0.38,0.0537713
1.14,0.4,0.0760628
1.16,0,-0.0572562
1.16,0.02,-0.059232
1.16,0.04,-0.0597455
1.16,0.06,-0.0565821
1.16,0.08,-0.0695288
1.16,0.1,-0.0454852
1.16,0.12,-0.0692994
1.16,0.14,-0.0997652
1.16,0.16,-0.122191
1.16,0.18,-0.097784
1.16,0.2,-0.0767608
1.16,0.22,-0.0657768
1.16,0.24,-0.0330932
1.16,0.26,-0.00584159
1.16,0.28,0.00390322
1.16,0.3,0.0253122
1.16,0.32,0.039841
1.16,0.34,0.0401673
1.16,0.36,0.0399952
1.16,0.38,0.0479777
1.16,0.4,0.0538379
1.18,0,-0.0638741
1.18,0.02,-0.0701029
1.18,0.04,-0.0577022
1.18,0.06,-0.0611563
1.18,0.08,-0.0789315
1.18,0.1,-0.0483257
1.18,0.12,-0.0756366
1.18,0.14,-0.103366
1.18,0.16,-0.120649
1.18,0.18,-0.117081
1.18,0.2,-0.106644
1.18,0.22,-0.0738953
1.18,0.24,-0.0550813
1.18,0.26,-0.0272013
1.18,0.28,-0.00275271
1.18,0.3,0.00276215
1.18,0.32,0.0282183
1.18,0.34,0.02367
1.18,0.36,0.0342545
1.18,0.38,0.0453341
1.18,0.4,0.047465
1.18,0.42,0.0578805
1.2,0,-0.0713052
1.2,0.02,-0.0803969
1.2,0.04,-0.0716585
1.2,0.06,-0.0596315
1.2,0.08,-0.0857631
1.2,0.1,-0.0571833
1.2,0.12,-0.0749799
1.2,0.14,-0.111677
1.2,0.16,-0.128785
1.2,0.18,-0.119959
1.2,0.2,-0.115376
1.2,0.22,-0.0843722
1.2,0.24,-0.0651351
1.2,0.26,-0.0391566
1.2,0.28,-0.0169248
1.2,0.3,-0.0120514
1.2,0.32,0.0215564
1.2,0.34,0.0111067
1.2,0.36,0.0276767
1.2,0.38,0.0411156
1.2,0.4,0.0474105
1.2,0.42,0.048001
1.22,0,-0.0773552
1.22,0.02,-0.0790699
1.22,0.04,-0.0783063
1.22,0.06,-0.0611333
1.22,0.08,-0.0843846
1.22,0.1,-0.0567885
1.22,0.12,-0.0727648
1.22,0.14,-0.110772
1.22,0.16,-0.136307
1.22,0.18,-0.136204
1.22,0.2,-0.119966
1.22,0.22,-0.093536
1.22,0.24,-0.0874609
1.22,0.26,-0.0534437
1.22,0.28,-0.0368993
1.22,0.3,-0.0205381
1.22,0.32,0.00918863
1.22,0.34,0.0119361
1.22,0.36,0.0239019
1.22,0.38,0.0302259
1.22,0.4,0.0339866
1.22,0.42,0.0446546
1.24,0,-0.0721255
1.24,0.02,-0.0786949
1.24,0.04,-0.0871817
1.24,0.06,-0.0658465
1.24,0.08,-0.0909213
1.24,0.1,-0.062382
1.24,0.12,-0.0564324
1.24,0.14,-0.103312
1.24,0.16,-0.132828
1.24,0.18,-0.14352
1.24,0.2,-0.130784
1.24,0.22,-0.110836
1.24,0.24,-0.0989909
1.24,0.26,-0.0711893
1.24,0.28,-0.0635502
1.24,0.3,-0.0325336
1.24,0.32,-0.0109933
1.24,0.34,-0.000712359
1.24,0.36,0.0147661
1.24,0.38,0.0141588
1.24,0.4,0.0176375
1.24,0.42,0.0307591
1.24,0.44,0.0357782
1.26,0,-0.0854351
1.26,0.02,-0.0742017
1.26,0.04,-0.0814086
1.26,0.06,-0.0739857
1.26,0.08,-0.105658
1.26,0.1,-0.0602187
1.26,0.12,-0.053993
1.26,0.14,-0.0951198
1.26,0.16,-0.123407
1.26,0.18,-0.147749
1.26,0.2,-0.148109
1.26,0.22,-0.127385
1.26,0.24,-0.110656
1.26,0.26,-0.0783245
1.26,0.28,-0.0666962
1.26,0.3,-0.042043
1.26,0.32,-0.0241215
1.26,0.34,-0.00436948
1.26,0.36,0.00622225
1.26,0.38,0.0149749
1.26,0.4,0.0132934
1.26,0.42,0.0226553
1.26,0.44,0.0335364
1.28,0,-0.0890349
1.28,0.02,-0.0864813
1.28,0.04,-0.0894018
1.28,0.06,-0.0872879
1.28,0.08,-0.0997895
1.28,0.1,-0.0776177
1.28,0.12,-0.049038
1.28,0.14,-0.08541
1.28,0.16,-0.112537
1.28,0.18,-0.148469
1.28,0.2,-0.149515
1.28,0.22,-0.144829
1.28,0.24,-0.118838
1.28,0.26,-0.101187
1.28,0.28,-0.0626932
1.28,0.3,-0.05855
1.28,0.32,-0.0440366
1.28,0.34,-0.0192818
1.28,0.36,-0.00654097
1.28,0.38,0.0146952
1.28,0.4,0.0152982
1.28,0.42,0.0176445
1.28,0.44,0.0318052
1.28,0.46,0.0364762
1.3,0,-0.0883042
1.3,0.02,-0.0891727
1.3,0.04,-0.0881648
1.3,0.06,-0.108449
1.3,0.08,-0.0894112
1.3,0.1,-0.0914345
1.3,0.12,-0.0604087
1.3,0.14,-0.0803915
1.3,0.16,-0.114061
1.3,0.18,-0.145916
1.3,0.2,-0.152983
1.3,0.22,-0.153357
1.3,0.24,-0.124751
1.3,0.26,-0.123253
1.3,0.28,-0.0790626
1.3,0.3,-0.066068
1.3,0.32,-0.0635926
1.3,0.34,-0.0414684
1.3,0.36,-0.0279457
1.3,0.38,0.0061952
1.3,0.4,-0.00744656
1.3,0.42,0.00822576
1.3,0.44,0.01471
1.3,0.46,0.0148594
1.32,0,-0.0852728
1.32,0.02,-0.0861394
1.32,0.04,-0.0885409
1.32,0.06,-0.103465
1.32,0.08,-0.0876169
1.32,0.1,-0.0969518
1.32,0.12,-0.0655897
1.32,0.14,-0.0664234
1.32,0.16,-0.120551
1.32,0.18,-0.135921
1.32,0.2,-0.154336
1.32,0.22,-0.152337
1.32,0.24,-0.136518
1.32,0.26,-0.137213
1.32,0.28,-0.101072
1.32,0.3,-0.0822823
1.32,0.32,-0.0808835
1.32,0.34,-0.0451782
1.32,0.36,-0.0412533
1.32,0.38,-0.0126212
1.32,0.4,-0.0152127
1.32,0.42,0.00417797
1.32,0.44,-0.00370468
1.32,0.46,0.012386
1.34,0,-0.0865588
1.34,0.02,-0.094458
1.34,0.04,-0.0861073
1.34,0.06,-0.105822
1.34,0.08,-0.0879369
1.34,0.1,-0.11254
1.34,0.12,-0.074842
1.34,0.14,-0.0637621
1.34,0.16,-0.106675
1.34,0.18,-0.136739
1.34,0.2,-0.149035
1.34,0.22,-0.150647
1.34,0.24,-0.140544
1.34,0.26,-0.139571
1.34,0.28,-0.111686
1.34,0.3,-0.0957077
1.34,0.32,-0.0865807
1.34,0.34,-0.0612065
1.34,0.36,-0.045503
1.34,0.38,-0.030528
1.34,0.4,-0.0309873
1.34,0.42,-0.00721332
1.34,0.44,-0.00825644
1.34,0.46,0.00277493
1.34,0.48,0.0127294
1.36,0,-0.0962152
1.36,0.02,-0.0959386
1.36,0.04,-0.0901291
1.36,0.06,-0.0978686
1.36,0.08,-0.0834295
1.36,0.1,-0.114018
1.36,0.12,-0.0819566
1.36,0.14,-0.0656869
1.36,0.16,-0.0939655
1.36,0.18,-0.130999
1.36,0.2,-0.15868
1.36,0.22,-0.154681
1.36,0.24,-0.160598
1.36,0.26,-0.13653
1.36,0.28,-0.129379
1.36,0.3,-0.105656
1.36,0.32,-0.0964085
1.36,0.34,-0.0715286
1.36,0.36,-0.0663886
1.36,0.38,-0.0405564
1.36,0.4,-0.0339623
1.36,0.42,-0.0207017
1.36,0.44,-0.0224863
1.36,0.46,0.00115072
1.36,0.48,-0.00455679
1.38,0,-0.102249
1.38,0.02,-0.0969302
1.38,0.04,-0.103251
1.38,0.06,-0.0897061
1.38,0.08,-0.0824682
1.38,0.1,-0.115515
1.38,0.12,-0.0813464
1.38,0.14,-0.0674738
1.38,0.16,-0.0907294
1.38,0.18,-0.119299
1.38,0.2,-0.154928
1.38,0.22,-0.164959
1.38,0.24,-0.16858
1.38,0.26,-0.138922
1.38,0.28,-0.149969
1.38,0.3,-0.117609
1.38,0.32,-0.104368
1.38,0.34,-0.098639
1.38,0.36,-0.0773877
1.38,0.38,-0.0619221
1.38,0.4,-0.0404437
1.38,0.42,-0.0260192
1.38,0.44,-0.0197008
1.38,0.46,-0.0201526
1.38,0.48,-0.00304142
1.4,0,-0.097895
1.4,0.02,-0.0964139
1.4,0.04,-0.107935
1.4,0.06,-0.0934648
1.4,0.08,-0.0798993
1.4,0.1,-0.115512
1.4,0.12,-0.0885334
1.4,0.14,-0.0780699
1.4,0.16,-0.082287
1.4,0.18,-0.126688
1.4,0.2,-0.154872
1.4,0.22,-0.170058
1.4,0.24,-0.16999
1.4,0.26,-0.16246
1.4,0.28,-0.15677
1.4,0.3,-0.133874
1.4,0.32,-0.113952
1.4,0.34,-0.107198
1.4,0.36,-0.0750219
1.4,0.38,-0.0833537
1.4,0.4,-0.0435494
1.4,0.42,-0.0336439
1.4,0.44,-0.0266135
1.4,0.46,-0.0277583
1.4,0.48,-0.0122405
1.4,0.5,-0.00743153
1.42,0,-0.102895
1.42,0.02,-0.0989152
1.42,0.04,-0.105598
1.42,0.06,-0.0987637
1.42,0.08,-0.0901303
1.42,0.1,-0.11006
1.42,0.12,-0.0997427
1.42,0.14,-0.075493
1.42,0.16,-0.0769077
1.42,0.18,-0.11395
1.42,0.2,-0.145962
1.42,0.22,-0.171521
1.42,0.24,-0.170695
1.42,0.26,-0.166007
1.42,0.28,-0.176553
1.42,0.3,-0.149351
1.42,0.32,-0.127281
1.42,0.34,-0.114116
1.42,0.36,-0.0851538
1.42,0.38,-0.0847971
1.42,0.4,-0.0671049
1.42,0.42,-0.043307
1.42,0.44,-0.0378016
1.42,0.46,-0.0331146
1.42,0.48,-0.01747
1.42,0.5,-0.0137948
1.44,0,-0.0925833
1.44,0.02,-0.0963753
1.44,0.04,-0.0942168
1.44,0.06,-0.0934767
1.44,0.08,-0.0985431
1.44,0.1,-0.107283
1.44,0.12,-0.115829
1.44,0.14,-0.0743569
1.44,0.16,-0.0711131
1.44,0.18,-0.10545
1.44,0.2,-0.131789
1.44,0.22,-0.163323
1.44,0.24,-0.176781
1.44,0.26,-0.169093
1.44,0.28,-0.164344
1.44,0.3,-0.162279
1.44,0.32,-0.135842
1.44,0.34,-0.110953
1.44,0.36,-0.0931602
1.44,0.38,-0.0951862
1.44,0.4,-0.0743043
1.44,0.42,-0.0633915
1.44,0.44,-0.0511546
1.44,0.46,-0.0437969
1.44,0.48,-0.0189184
1.44,0.5,-0.0240628
1.46,0,-0.0955479
1.46,0.02,-0.0962373
1.46,0.04,-0.101772
1.46,0.06,-0.0913921
1.46,0.08,-0.105404
1.46,0.1,-0.110053
1.46,0.12,-0.123621
1.46,0.14,-0.0789471
1.46,0.16,-0.0774251
1.46,0.18,-0.0911167
1.46,0.2,-0.12333
1.46,0.22,-0.166459
1.46,0.24,-0.176924
1.46,0.26,-0.17822
1.46,0.28,-0.168779
1.46,0.3,-0.163018
1.46,0.32,-0.140751
1.46,0.34,-0.129245
1.46,0.36,-0.104314
1.46,0.38,-0.0971317
1.46,0.4,-0.0830538
1.46,0.42,-0.0717145
1.46,0.44,-0.0502612
1.46,0.46,-0.0483613
1.46,0.48,-0.0310397
1.46,0.5,-0.0242929
1.46,0.52,-0.0183672
1.48,0,-0.105875
1.48,0.02,-0.103839
1.48,0.04,-0.0979952
1.48,0.06,-0.105559
1.48,0.08,-0.117677
1.48,0.1,-0.10913
1.48,0.12,-0.128087
1.48,0.14,-0.0994188
1.48,0.16,-0.080372
